address,LATITUDE,LONGITUDE
329 TAMPINES ST 32,1.353355521,103.9587286
739 YISHUN AVE 5,1.429745236,103.8321398
242 BT BATOK EAST AVE 5,1.350959508,103.7562334
154 YISHUN ST 11,1.431514023,103.8343215
502 JURONG WEST AVE 1,1.350501277,103.7183347
502 JURONG WEST AVE 1,1.350437766,103.7181138
502 JURONG WEST AVE 1,1.350437758,103.7181138
502 JURONG WEST AVE 1,1.350437766,103.7181138
502 JURONG WEST AVE 1,1.350437766,103.7181138
21 TELOK BLANGAH CRES,1.276631523,103.8208971
21 TELOK BLANGAH CRES,1.276607945,103.8208981
312 WOODLANDS ST 31,1.430688092,103.775652
15 ST. GEORGE'S RD,1.324471341,103.8619367
868B TAMPINES AVE 8,1.355924321,103.9329124
221C BEDOK CTRL,1.324999166,103.9342344
802A KEAT HONG CL,1.374515842,103.7434743
650 WOODLANDS RING RD,1.438284679,103.8006463
213 CHOA CHU KANG CTRL,1.382172954,103.747212
512A YISHUN ST 51,1.414277157,103.8411206
104A CANBERRA ST,1.450352258,103.8322624
86 REDHILL CL,1.286920062,103.8186736
126 ANG MO KIO AVE 3,1.3716499,103.8436442
228C COMPASSVALE WALK,1.387731704,103.9006343
350 CORPORATION DR,1.338671624,103.719137
350 CORPORATION DR,1.338670482,103.7191352
787C WOODLANDS CRES,1.444867758,103.8011737
550 ANG MO KIO AVE 10,1.373607695,103.8582049
224 SERANGOON AVE 4,1.35720575,103.8708313
314 WOODLANDS ST 31,1.431190724,103.7760741
780 PASIR RIS ST 71,1.373576625,103.9377913
420 BT BATOK WEST AVE 2,1.36255043,103.7457708
561 ANG MO KIO AVE 10,1.370577658,103.8578546
524 CHOA CHU KANG ST 51,1.391578626,103.7411579
578 PASIR RIS ST 53,1.373980008,103.9475074
50 DORSET RD,1.313130993,103.8508679
50 DORSET RD,1.313154788,103.8509083
115 BEDOK RESERVOIR RD,1.330673944,103.9087384
916 HOUGANG AVE 9,1.374912242,103.8842481
916 HOUGANG AVE 9,1.374912942,103.8842937
55 NEW UPP CHANGI RD,1.325092556,103.9421102
212 JURONG EAST ST 21,1.339094014,103.740392
54 CASSIA CRES,1.310048006,103.8846782
54 CASSIA CRES,1.310236246,103.8848161
183 BT BATOK WEST AVE 8,1.346326381,103.7433778
322B ANCHORVALE DR,1.391342238,103.8919036
537 BT PANJANG RING RD,1.383721408,103.7631278
537 BT PANJANG RING RD,1.383721413,103.7631278
327B SUMANG WALK,1.412255691,103.8995758
506 SERANGOON NTH AVE 4,1.372816319,103.8763397
524 BEDOK NTH ST 3,1.334840353,103.9306378
635 HOUGANG AVE 8,1.370212304,103.8791162
87 ZION RD,1.290659806,103.8326083
422 TAMPINES ST 41,1.357314316,103.9470051
28D DOVER CRES,1.306083152,103.7824724
465 ANG MO KIO AVE 10,1.366201041,103.857201
497D TAMPINES ST 45,1.358834289,103.9590753
165 GANGSA RD,1.37685097,103.7651237
230D TAMPINES ST 24,1.356099098,103.9515781
2D UPP BOON KENG RD,1.313079277,103.8723802
232A SERANGOON AVE 2,1.354254191,103.868543
330 CLEMENTI AVE 2,1.313744705,103.7677818
330 CLEMENTI AVE 2,1.313744712,103.7677818
330 CLEMENTI AVE 2,1.313744712,103.7677818
170 BISHAN ST 13,1.346420297,103.8535925
273C COMPASSVALE LINK,1.384606791,103.8945019
201 YISHUN ST 21,1.43063856,103.8381334
201 YISHUN ST 21,1.430648656,103.8379968
405A FERNVALE LANE,1.388822916,103.873859
211 BISHAN ST 23,1.356152907,103.848977
139 BEDOK RESERVOIR RD,1.334624534,103.9137777
562 PASIR RIS ST 51,1.367590381,103.9502818
738 TAMPINES ST 72,1.359084786,103.9336076
534 PASIR RIS DR 1,1.370397646,103.9508603
120 BEDOK RESERVOIR RD,1.330892472,103.9099209
207C PUNGGOL PL,1.400653675,103.9003487
408 BEDOK NTH AVE 2,1.328523202,103.932856
211 PASIR RIS ST 21,1.367194311,103.9611526
19 DOVER CRES,1.307835871,103.7836359
661A EDGEDALE PLAINS,1.403030566,103.9170807
653C JURONG WEST ST 61,1.335425627,103.6969347
653C JURONG WEST ST 61,1.335425617,103.6969347
8 JOO SENG RD,1.335201434,103.878703
177 BT BATOK WEST AVE 8,1.346344075,103.7417421
177 BT BATOK WEST AVE 8,1.34640775,103.7415373
680 HOUGANG AVE 8,1.371950341,103.8853193
221 BISHAN ST 23,1.357869082,103.8489229
221 BISHAN ST 23,1.357841205,103.8489404
863 JURONG WEST ST 81,1.349273714,103.6953051
863 JURONG WEST ST 81,1.349270797,103.6953051
863 JURONG WEST ST 81,1.349273708,103.6953051
311C CLEMENTI AVE 4,1.320105794,103.7655735
311C CLEMENTI AVE 4,1.320105793,103.7655735
302 JURONG EAST ST 32,1.344687884,103.7344667
302 JURONG EAST ST 32,1.344634758,103.7344468
302 JURONG EAST ST 32,1.344653025,103.7344852
8 JLN BT HO SWEE,1.287526863,103.8320205
281 TAMPINES ST 22,1.347177014,103.9525872
266 PASIR RIS ST 21,1.366133829,103.9638826
605 WOODLANDS DR 42,1.437185595,103.7970904
605 WOODLANDS DR 42,1.437192304,103.7970898
321 SERANGOON AVE 2,1.351205269,103.8677695
256 BISHAN ST 22,1.361318449,103.8426838
256 BISHAN ST 22,1.361318448,103.8426838
168B PUNGGOL EAST,1.394496029,103.913979
544 HOUGANG AVE 8,1.378449874,103.8918977
383 TAMPINES ST 32,1.354098268,103.9582669
603 WOODLANDS DR 42,1.437572776,103.7964141
144 PETIR RD,1.375815937,103.7675635
203 CLEMENTI AVE 6,1.320771283,103.7623169
128 YISHUN ST 11,1.433877937,103.8313022
253 PASIR RIS ST 21,1.368154476,103.9630744
723 BEDOK RESERVOIR RD,1.336954394,103.9289606
95 BEDOK NTH AVE 4,1.333869993,103.9420567
95 BEDOK NTH AVE 4,1.333869994,103.9420567
788 CHOA CHU KANG NTH 6,1.39579181,103.7482876
638 ANG MO KIO AVE 6,1.380475596,103.8435678
199C PUNGGOL FIELD,1.400647082,103.9060066
838 JURONG WEST ST 81,1.343849017,103.6935081
838 JURONG WEST ST 81,1.34384823,103.6935096
838 JURONG WEST ST 81,1.343849015,103.6935081
351B ANCHORVALE RD,1.394084553,103.8869387
442 SIN MING AVE,1.359235757,103.8323688
169 BT BATOK WEST AVE 8,1.346607336,103.7409093
489 JURONG WEST AVE 1,1.349174596,103.7272398
609 ANG MO KIO AVE 4,1.379251138,103.8380315
272C JURONG WEST ST 24,1.350914742,103.7046276
535 CHOA CHU KANG ST 51,1.391339945,103.7439319
145 BISHAN ST 11,1.344886009,103.8542845
526 CHOA CHU KANG ST 51,1.391354054,103.7418933
239 SERANGOON AVE 2,1.353191033,103.8686918
239 SERANGOON AVE 2,1.353200318,103.8686916
439 ANG MO KIO AVE 10,1.366291979,103.8534963
27B JLN MEMBINA,1.282908655,103.824868
911 JURONG WEST ST 91,1.341818371,103.6868369
966 JURONG WEST ST 93,1.34170246,103.692917
124 BEDOK RESERVOIR RD,1.332625423,103.9101609
124 BEDOK RESERVOIR RD,1.332625423,103.9101609
124 ANG MO KIO AVE 6,1.370891793,103.8447683
124 ANG MO KIO AVE 6,1.370888391,103.8447645
360 YISHUN RING RD,1.427737475,103.8456859
552 JURONG WEST ST 42,1.352752905,103.7177634
211 YISHUN ST 21,1.431745781,103.8382956
505 PASIR RIS ST 52,1.376654401,103.9452348
352 UBI AVE 1,1.325227018,103.8994002
18 TIONG BAHRU RD,1.285727781,103.8325924
807 KING GEORGE'S AVE,1.309288369,103.8614425
240 LOR 1 TOA PAYOH,1.340876446,103.85083
444 HOUGANG AVE 8,1.379482904,103.8938477
444 HOUGANG AVE 8,1.379488752,103.8938485
360 HOUGANG AVE 5,1.369427156,103.8955517
516 PASIR RIS ST 52,1.374149019,103.9435397
356A ADMIRALTY DR,1.449441345,103.8168524
412 CHOA CHU KANG AVE 3,1.381809725,103.7423816
3 TOH YI DR,1.338774304,103.7752542
710 TAMPINES ST 71,1.358924314,103.9376447
710 TAMPINES ST 71,1.358602388,103.9377306
175 BOON LAY DR,1.346689167,103.7094853
220 PASIR RIS ST 21,1.369872342,103.9615826
220 PASIR RIS ST 21,1.369848212,103.9615826
208 SERANGOON CTRL,1.354111011,103.8737176
116 YISHUN RING RD,1.435027502,103.8281349
836 YISHUN ST 81,1.415452186,103.8330911
14 DOVER CL EAST,1.305563812,103.7855952
223 BT BATOK EAST AVE 3,1.348015545,103.7533973
401 CHOA CHU KANG AVE 3,1.379692642,103.7397607
407 SIN MING AVE,1.363453206,103.8342146
520A TAMPINES CTRL 8,1.357010247,103.9399112
334A YISHUN ST 31,1.432906242,103.8446954
223 PASIR RIS ST 21,1.370643256,103.9614538
48 MOH GUAN TER,1.283991598,103.8310708
184C RIVERVALE CRES,1.392559646,103.9078899
184C RIVERVALE CRES,1.3926658,103.9077167
712 WOODLANDS DR 70,1.441907412,103.7972342
226 BT BATOK CTRL,1.348733378,103.7531743
352 BT BATOK ST 34,1.361597982,103.7494607
213 PETIR RD,1.374402605,103.7754674
104 POTONG PASIR AVE 1,1.334339169,103.8691589
287 TAMPINES ST 22,1.349174346,103.9542501
105 SERANGOON NTH AVE 1,1.370247459,103.870226
519 JELAPANG RD,1.387740504,103.7662894
121C SENGKANG EAST WAY,1.386294266,103.9053807
826 WOODLANDS ST 81,1.439223598,103.7895095
253 BT BATOK EAST AVE 5,1.350104507,103.7576192
410 SERANGOON CTRL,1.347778967,103.8738429
164A RIVERVALE CRES,1.390070297,103.9072732
184A RIVERVALE CRES,1.392125752,103.907508
44 STIRLING RD,1.297791663,103.8026579
259B PUNGGOL FIELD,1.403878308,103.8952388
876 TAMPINES ST 84,1.353075377,103.9313181
145 SERANGOON NTH AVE 1,1.367806074,103.8723796
168 HOUGANG AVE 1,1.352141383,103.889541
217A BOON LAY AVE,1.349757685,103.7112964
334 ANG MO KIO AVE 1,1.363718279,103.8509803
932B HOUGANG AVE 9,1.375126661,103.8822349
607 CHOA CHU KANG ST 62,1.399016586,103.7441822
989B JURONG WEST ST 93,1.335872533,103.6948382
361 WOODLANDS AVE 5,1.433906756,103.7848188
665A JURONG WEST ST 64,1.340093192,103.7031243
665A JURONG WEST ST 64,1.340093186,103.7031243
476B UPP SERANGOON VIEW,1.377328452,103.9042122
33 BALAM RD,1.329766654,103.8862292
702 PASIR RIS DR 10,1.38023204,103.9375665
250C COMPASSVALE ST,1.392693437,103.8998774
502 TAMPINES CTRL 1,1.356410145,103.9451415
423 FAJAR RD,1.385396994,103.7692111
40 CHAI CHEE AVE,1.326043353,103.9264885
302 SERANGOON AVE 2,1.353180211,103.8671195
42 KIM CHENG ST,1.28443457,103.831599
687C CHOA CHU KANG DR,1.403685594,103.751205
125 LOR 1 TOA PAYOH,1.338331334,103.8457371
261 BOON LAY DR,1.3455927,103.7078953
517 HOUGANG AVE 10,1.372802778,103.8897402
113 TAO CHING RD,1.333184498,103.7243543
332 BT BATOK ST 32,1.363759683,103.748198
325 JURONG EAST ST 31,1.348803421,103.7289844
517D JURONG WEST ST 52,1.344924568,103.7194594
217 BISHAN ST 23,1.356740015,103.8493295
254 KIM KEAT AVE,1.331733157,103.8583293
254 KIM KEAT AVE,1.331733154,103.8583293
623 SENJA RD,1.386256101,103.7622013
296E CHOA CHU KANG AVE 2,1.37691702,103.7430471
6 BEACH RD,1.303992317,103.8644193
609 BEDOK RESERVOIR RD,1.331839215,103.9123649
764 YISHUN ST 72,1.425365719,103.8339814
448A BT BATOK WEST AVE 9,1.352865118,103.7404386
635 BEDOK RESERVOIR RD,1.330683729,103.904877
264A PUNGGOL WAY,1.405977041,103.8985441
312 UBI AVE 1,1.32967348,103.9037843
41 JLN BAHAGIA,1.327014021,103.8565706
106 WOODLANDS ST 13,1.436769434,103.7822242
431C YISHUN AVE 1,1.420197193,103.8465045
42 CHAI CHEE ST,1.327978774,103.9258048
310B ANCHORVALE RD,1.390904607,103.8846829
453 FAJAR RD,1.385414239,103.7716808
453 FAJAR RD,1.385452938,103.7716702
341 HOUGANG AVE 7,1.37044549,103.8985887
195 RIVERVALE DR,1.392824178,103.9024002
195 RIVERVALE DR,1.392824175,103.9024002
439 TAMPINES ST 43,1.36033535,103.9510743
221B BEDOK CTRL,1.325000433,103.9344978
226A SUMANG LANE,1.402728129,103.8931013
686A CHOA CHU KANG CRES,1.404389567,103.7478564
133 EDGEDALE PLAINS,1.392831554,103.9106201
301 BT BATOK ST 31,1.356769427,103.7487743
301 BT BATOK ST 31,1.356777445,103.748785
404 TAMPINES ST 41,1.357762357,103.9443632
524 BT BATOK ST 52,1.357206123,103.7526962
524 BT BATOK ST 52,1.357223389,103.7526547
89 TANGLIN HALT RD,1.301200354,103.7989219
3 TECK WHYE AVE,1.382476567,103.752528
3 TECK WHYE AVE,1.382476565,103.752528
469C SENGKANG WEST WAY,1.396323537,103.877422
248 COMPASSVALE RD,1.392197909,103.8984563
248 COMPASSVALE RD,1.392197913,103.8984563
278A COMPASSVALE BOW,1.381880822,103.8902955
246 COMPASSVALE RD,1.392543954,103.8990418
487B TAMPINES ST 45,1.360265249,103.9583724
487B TAMPINES ST 45,1.359985678,103.9582476
106 LENGKONG TIGA,1.325088459,103.9100088
516 JELAPANG RD,1.387351938,103.7670418
829 WOODLANDS ST 83,1.439478289,103.790258
214 PASIR RIS ST 21,1.367715076,103.9613002
214 PASIR RIS ST 21,1.367715081,103.9613002
834 WOODLANDS ST 83,1.440078172,103.7910757
411 WOODLANDS ST 41,1.428514216,103.7728199
206B COMPASSVALE LANE,1.387438071,103.8969321
531 CHOA CHU KANG ST 51,1.392891035,103.7415344
652 WOODLANDS RING RD,1.43799069,103.7999869
652 WOODLANDS RING RD,1.437898808,103.7997786
312 SHUNFU RD,1.351204616,103.8387168
511 JELAPANG RD,1.387813532,103.7684399
268B BOON LAY DR,1.347494155,103.7079409
210 PETIR RD,1.374190776,103.7762562
112 JURONG EAST ST 13,1.339209815,103.7358244
149 SILAT AVE,1.277360665,103.8316002
188 PUNGGOL CTRL,1.398938692,103.9105385
139 JLN BT MERAH,1.279078534,103.8267853
555 ANG MO KIO AVE 10,1.371196664,103.857024
150 PETIR RD,1.37704616,103.7668835
613B BEDOK RESERVOIR RD,1.332787312,103.9182223
161B PUNGGOL CTRL,1.39572273,103.915306
205 YISHUN ST 21,1.4310656,103.8363071
18 TAMAN HO SWEE,1.288098683,103.831032
547 PASIR RIS ST 51,1.368961482,103.9533574
271 BT BATOK EAST AVE 4,1.348172638,103.7588931
623 HOUGANG AVE 8,1.370513873,103.8823235
34 CHAI CHEE AVE,1.32416997,103.9264052
506B YISHUN AVE 4,1.415818689,103.8406788
96 ALJUNIED CRES,1.321656498,103.8854234
889A WOODLANDS DR 50,1.437562342,103.7933202
146 BEDOK RESERVOIR RD,1.334599691,103.9120108
44 TEBAN GDNS RD,1.320753918,103.7416002
442B FAJAR RD,1.381433847,103.7713663
340B SEMBAWANG CL,1.44717581,103.8182667
260 BOON LAY DR,1.345095443,103.7080333
260 BOON LAY DR,1.345093736,103.7080333
357 WOODLANDS AVE 5,1.433145228,103.7844341
56 C'WEALTH DR,1.297528021,103.7970902
647 YISHUN ST 61,1.422564133,103.8372739
883 TAMPINES ST 84,1.35185623,103.932939
2 GHIM MOH RD,1.31237873,103.7869715
336 ANG MO KIO AVE 1,1.363593847,103.8517844
336 ANG MO KIO AVE 1,1.363575651,103.8518712
275A BISHAN ST 24,1.35673539,103.8435198
488 ADMIRALTY LINK,1.45507804,103.8164529
325C SENGKANG EAST WAY,1.393229711,103.891351
274C PUNGGOL PL,1.403258431,103.9020087
683D WOODLANDS DR 62,1.440746753,103.8031394
34 UPP CROSS ST,1.286235215,103.8423033
34 UPP CROSS ST,1.284066269,103.8450019
190A RIVERVALE DR,1.39508286,103.9027744
203A PUNGGOL FIELD,1.398524282,103.9038627
414 SERANGOON CTRL,1.348808944,103.874406
433 CHOA CHU KANG AVE 4,1.384930783,103.7417718
433 CHOA CHU KANG AVE 4,1.384898277,103.7416515
435 CHOA CHU KANG AVE 4,1.385138764,103.74105
435 CHOA CHU KANG AVE 4,1.385138763,103.74105
333 JURONG EAST AVE 1,1.351241584,103.7309614
211 PETIR RD,1.374664155,103.7761452
519C TAMPINES CTRL 8,1.356213389,103.9399605
851 JURONG WEST ST 81,1.346591667,103.6924742
338 CLEMENTI AVE 2,1.316290398,103.7695321
139 MARSILING RD,1.437752267,103.7772758
219 CHOA CHU KANG CTRL,1.382515248,103.7453669
219 CHOA CHU KANG CTRL,1.382515305,103.7453669
219 CHOA CHU KANG CTRL,1.382488056,103.7453312
360C ADMIRALTY DR,1.448674933,103.8146922
561B JURONG WEST ST 42,1.354771027,103.7196726
621 ANG MO KIO AVE 9,1.383028759,103.8406691
101 YISHUN AVE 5,1.43053231,103.8276187
101 YISHUN AVE 5,1.430564613,103.8276294
101 YISHUN AVE 5,1.430535754,103.8276677
101 YISHUN AVE 5,1.430514364,103.8276508
298 PUNGGOL CTRL,1.402617228,103.9056027
147 BT BATOK WEST AVE 6,1.349577518,103.7436013
332 ANG MO KIO AVE 1,1.361670308,103.8519555
508 SERANGOON NTH AVE 4,1.37184771,103.8757613
415 SAUJANA RD,1.383359054,103.768932
212 BT BATOK ST 21,1.347192811,103.7522173
434 BT PANJANG RING RD,1.385459248,103.7705051
417 CHOA CHU KANG AVE 4,1.382964984,103.7415781
197B BOON LAY DR,1.343781549,103.7135314
59A GEYLANG BAHRU,1.322653854,103.8682269
440B FERNVALE LINK,1.393290629,103.878139
143 POTONG PASIR AVE 2,1.332907611,103.8661688
143 POTONG PASIR AVE 2,1.332907621,103.8661688
305A ANCHORVALE LINK,1.38840183,103.8881671
106C PUNGGOL FIELD,1.397366642,103.9075622
492 JURONG WEST ST 41,1.350085031,103.7247573
492 JURONG WEST ST 41,1.350112439,103.7245987
492 JURONG WEST ST 41,1.350110346,103.7246718
492 JURONG WEST ST 41,1.349945436,103.7251805
816 YISHUN ST 81,1.411770944,103.8333683
51 NEW UPP CHANGI RD,1.323429858,103.9422694
51 NEW UPP CHANGI RD,1.323435851,103.9423414
240 BT BATOK EAST AVE 5,1.35048816,103.7541778
411 EUNOS RD 5,1.318594196,103.8996802
334 WOODLANDS ST 32,1.430044164,103.7804546
334 WOODLANDS ST 32,1.430044167,103.7804546
256 SIMEI ST 1,1.343025566,103.9517598
256 SIMEI ST 1,1.343041576,103.9517634
656 SENJA RD,1.387611344,103.7645887
244 BT BATOK EAST AVE 5,1.349182698,103.7572392
234 YISHUN ST 21,1.434353515,103.8379195
123 PAYA LEBAR WAY,1.322756054,103.8832352
406 PANDAN GDNS,1.318821473,103.7492264
667B JURONG WEST ST 65,1.340974795,103.7016029
45 LOR 5 TOA PAYOH,1.335865372,103.8537511
45 LOR 5 TOA PAYOH,1.335865367,103.8537512
45 LOR 5 TOA PAYOH,1.335865367,103.8537512
352 TAMPINES ST 33,1.354165275,103.9624426
763 YISHUN ST 72,1.425362031,103.8345456
485A TAMPINES AVE 9,1.359893153,103.9557566
304 SHUNFU RD,1.350121705,103.8379424
142 MARSILING RD,1.437033489,103.7770693
102 JLN RAJAH,1.328223064,103.8515198
617B PUNGGOL DR,1.40215673,103.9121478
38B BENDEMEER RD,1.320532583,103.8667955
6 TOH YI DR,1.337773028,103.7751307
95B HENDERSON RD,1.286977039,103.8215588
222 PASIR RIS ST 21,1.370694787,103.961797
690E WOODLANDS DR 75,1.442165494,103.8080407
764 CHOA CHU KANG NTH 5,1.393179956,103.7491082
764 CHOA CHU KANG NTH 5,1.393181297,103.749135
126 TAMPINES ST 11,1.345786133,103.9503216
411 TAMPINES ST 41,1.35912011,103.9462694
411 TAMPINES ST 41,1.359114521,103.9460788
820 JURONG WEST ST 81,1.346332296,103.6951884
16 HOUGANG AVE 3,1.362822217,103.8910466
684B CHOA CHU KANG CRES,1.403899578,103.7472363
293A BT BATOK ST 21,1.345935656,103.7546509
217 MARSILING CRES,1.446753684,103.7725295
246 JURONG EAST ST 24,1.341776588,103.7400573
651A JURONG WEST ST 61,1.33707182,103.6979383
210 HOUGANG ST 21,1.359386697,103.8866349
816 TAMPINES AVE 4,1.34770505,103.9375556
258 JURONG EAST ST 24,1.343786349,103.7386358
38 LOR 5 TOA PAYOH,1.335341002,103.8548594
601A PUNGGOL CTRL,1.402468466,103.9075822
803D KEAT HONG CL,1.372896983,103.7443476
702 WEST COAST RD,1.307266926,103.7611077
702 WEST COAST RD,1.307243399,103.7611562
811 YISHUN RING RD,1.416425886,103.8322133
471 JURONG WEST ST 41,1.348494278,103.7221629
765 CHOA CHU KANG NTH 5,1.392723462,103.7497483
10 JLN BT HO SWEE,1.28745837,103.8326758
409 SERANGOON CTRL,1.348147607,103.8744195
892B WOODLANDS DR 50,1.437589618,103.7896736
23 ST. GEORGE'S RD,1.324992913,103.8630499
112 LOR 1 TOA PAYOH,1.341553399,103.8454896
305 SHUNFU RD,1.350116512,103.8387306
305 SHUNFU RD,1.350115061,103.8387276
364 WOODLANDS AVE 5,1.434078833,103.7867434
364 WOODLANDS AVE 5,1.434078825,103.7867434
58 C'WEALTH DR,1.297769693,103.7970901
871 YISHUN ST 81,1.413124593,103.8374214
148 SERANGOON NTH AVE 1,1.368303642,103.8736731
124 BT MERAH LANE 1,1.285823318,103.8035322
216 SERANGOON AVE 4,1.357545634,103.8732522
216 SERANGOON AVE 4,1.35755258,103.8731405
409 PANDAN GDNS,1.318512076,103.7473725
666A YISHUN AVE 4,1.419408052,103.8399938
532 HOUGANG AVE 6,1.376068365,103.8911253
151 JLN TECK WHYE,1.378410346,103.7572506
151 JLN TECK WHYE,1.378410349,103.7572506
151 JLN TECK WHYE,1.378410614,103.7572511
151 JLN TECK WHYE,1.378410346,103.7572506
551 CHOA CHU KANG ST 52,1.394288729,103.743063
613 BT PANJANG RING RD,1.384366729,103.7620462
613 BT PANJANG RING RD,1.38406017,103.7619286
182 PASIR RIS ST 11,1.36463199,103.9610018
116 PENDING RD,1.37717209,103.7686168
708 BEDOK NTH RD,1.335036457,103.919312
312B SUMANG LINK,1.411353096,103.9006147
228 SERANGOON AVE 4,1.356364015,103.8702599
514 PASIR RIS ST 52,1.374601295,103.9431393
102 TOWNER RD,1.320586095,103.862002
102 TOWNER RD,1.320249395,103.8585486
621 BT BATOK CTRL,1.350229165,103.7483407
234 ANG MO KIO AVE 3,1.367182877,103.83664
72 CIRCUIT RD,1.324547611,103.8879439
677C JURONG WEST ST 64,1.345352692,103.70496
676 HOUGANG AVE 8,1.371535286,103.8842232
660B JURONG WEST ST 64,1.336205595,103.7041774
148 BT BATOK WEST AVE 6,1.34927163,103.7435909
148 BT BATOK WEST AVE 6,1.349279931,103.7438575
315B PUNGGOL WAY,1.407956027,103.8964008
128A CANBERRA ST,1.445721965,103.8332765
353C ADMIRALTY DR,1.449757874,103.8194492
241 BISHAN ST 22,1.36084159,103.845466
241 BISHAN ST 22,1.360829685,103.8454734
253 HOUGANG AVE 3,1.360428288,103.8922069
423 TAMPINES ST 41,1.357072711,103.9476016
480 TAMPINES ST 44,1.361898695,103.9536131
559 PASIR RIS ST 51,1.366460971,103.9516987
842B TAMPINES ST 82,1.35109234,103.937107
842B TAMPINES ST 82,1.35132562,103.9369211
424D YISHUN AVE 11,1.422829664,103.8492234
432A SENGKANG WEST WAY,1.394750476,103.8772023
274C COMPASSVALE BOW,1.382286678,103.8911185
586 ANG MO KIO AVE 3,1.37030353,103.8534559
402 JURONG WEST ST 42,1.353364527,103.7225624
402 JURONG WEST ST 42,1.35339366,103.7224457
326 WOODLANDS ST 32,1.430421239,103.7795825
464 ANG MO KIO AVE 10,1.366728758,103.8569214
203C COMPASSVALE RD,1.386812007,103.8952834
699C HOUGANG ST 52,1.37644095,103.8885273
151 SIMEI ST 1,1.345754827,103.9572689
372 JURONG EAST ST 32,1.348658234,103.7317895
912 HOUGANG ST 91,1.37849281,103.8840164
208 PASIR RIS ST 21,1.366249489,103.9619185
620 BT BATOK CTRL,1.349705366,103.7484032
110 SERANGOON NTH AVE 1,1.36938351,103.8714075
101 WHAMPOA DR,1.320417102,103.8538139
546 SERANGOON NTH AVE 3,1.374549222,103.8702303
546 SERANGOON NTH AVE 3,1.374825233,103.8701468
765 WOODLANDS CIRCLE,1.445899752,103.796914
229 TAMPINES ST 23,1.355931435,103.9539445
272A JURONG WEST ST 24,1.350266828,103.7052399
697A JURONG WEST CTRL 3,1.341034437,103.708341
679C PUNGGOL DR,1.406413808,103.9088057
704 WEST COAST RD,1.306347506,103.760538
857B TAMPINES ST 83,1.354293455,103.9366658
406C FERNVALE RD,1.388679048,103.8747026
446B JLN KAYU,1.39176689,103.873323
3D UPP BOON KENG RD,1.313297839,103.8728376
322 SEMBAWANG CL,1.445559889,103.8182964
191B RIVERVALE DR,1.394631282,103.903903
707 YISHUN AVE 5,1.428934889,103.8277162
562 CHOA CHU KANG ST 52,1.39629871,103.7460227
359A ADMIRALTY DR,1.449663177,103.8155449
110 BEDOK NTH RD,1.332472064,103.9348605
840 JURONG WEST ST 81,1.344193454,103.6920911
840 JURONG WEST ST 81,1.344019655,103.6922409
546B SEGAR RD,1.388794537,103.7698918
112 HO CHING RD,1.333885581,103.7236884
82 STRATHMORE AVE,1.294545259,103.8087511
82 STRATHMORE AVE,1.294524989,103.8087559
82 STRATHMORE AVE,1.294545264,103.8087511
988A JURONG WEST ST 93,1.33648744,103.6956145
615A EDGEFIELD PLAINS,1.403860564,103.909541
878A TAMPINES AVE 8,1.351663734,103.929646
448B BT BATOK WEST AVE 9,1.353149,103.7408466
23 GHIM MOH LINK,1.308635628,103.786332
202B SENGKANG EAST RD,1.3881275,103.8927429
343 CLEMENTI AVE 5,1.317908526,103.7709344
352 WOODLANDS AVE 1,1.431642419,103.7845206
203B PUNGGOL FIELD,1.398048415,103.9034765
173 YISHUN AVE 7,1.437066282,103.8311207
39 TEBAN GDNS RD,1.321368811,103.7428451
424 CLEMENTI AVE 1,1.309540132,103.7705008
501B YISHUN ST 51,1.41704066,103.8405525
273D COMPASSVALE LINK,1.38414099,103.8944433
314 JURONG EAST ST 32,1.346653511,103.7332752
803A KEAT HONG CL,1.373864685,103.7429701
201E TAMPINES ST 23,1.352921621,103.9538583
201E TAMPINES ST 23,1.352921625,103.9538583
201E TAMPINES ST 23,1.352921621,103.9538583
290E BT BATOK ST 24,1.343891048,103.7576892
780C WOODLANDS CRES,1.449111115,103.8013467
311 YISHUN RING RD,1.43157507,103.8408153
311 YISHUN RING RD,1.431575071,103.8408153
571B WOODLANDS AVE 1,1.430131631,103.7906424
571B WOODLANDS AVE 1,1.430131628,103.7906424
514 JELAPANG RD,1.387587532,103.7673854
302C PUNGGOL PL,1.404720474,103.9049679
302C PUNGGOL PL,1.404720472,103.9049679
204 BEDOK NTH ST 1,1.326059512,103.9301394
204 BEDOK NTH ST 1,1.326359095,103.9299959
323 TAH CHING RD,1.336818079,103.7239146
323 TAH CHING RD,1.336815649,103.7239142
105 RIVERVALE WALK,1.382156131,103.9007119
298 BT BATOK ST 22,1.344797412,103.7471408
604C PUNGGOL RD,1.403665376,103.9075323
810 TAMPINES AVE 4,1.346454633,103.9366114
759 YISHUN ST 72,1.426246007,103.8332335
354 CHOA CHU KANG CTRL,1.382645438,103.7435611
651 YISHUN AVE 4,1.423365101,103.8391035
13 TELOK BLANGAH CRES,1.278159465,103.8204753
303 BT BATOK ST 31,1.356751517,103.748194
146 SERANGOON NTH AVE 1,1.368168617,103.8729385
273B BISHAN ST 24,1.356072993,103.8434702
912 JURONG WEST ST 91,1.341358007,103.6872696
635B PUNGGOL DR,1.400799944,103.9139809
73 GEYLANG BAHRU,1.322642369,103.8705965
2 TG PAGAR PLAZA,1.27521198,103.8427089
2 TG PAGAR PLAZA,1.275236831,103.8426053
