,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,SI LING PRIMARY SCHOOL,61,WOODLANDS AVENUE 1,SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,739067,22738.0565941427,46014.1202728488,1.43240935732525,103.786035065192,103.786035065192,Si Ling Primary School
0,BUKIT VIEW PRIMARY SCHOOL,18,BUKIT BATOK STREET 21,BUKIT VIEW PRIMARY SCHOOL,18 BUKIT BATOK STREET 21 BUKIT VIEW PRIMARY SCHOOL SINGAPORE 659634,659634,19135.5884738322,36444.0823157039,1.34586054788695,103.75366641455,103.75366641455,Bukit View Primary School
0,HAIG GIRLS' SCHOOL,51,KOON SENG ROAD,HAIG GIRLS' SCHOOL,51 KOON SENG ROAD HAIG GIRLS' SCHOOL SINGAPORE 427072,427072,35744.037941209,32693.6655622385,1.31194344271383,103.902902557195,103.902902557195,Haig Girls' School
1,HAIG GIRLS' SCHOOL (U/C),51,KOON SENG ROAD,HAIG GIRLS' SCHOOL (U/C),51 KOON SENG ROAD HAIG GIRLS' SCHOOL (U/C) SINGAPORE 427072,427072,35798.6867555426,32648.9584790319,1.31153911414311,103.903393592097,103.903393592097,Haig Girls' School
0,ANCHOR GREEN PRIMARY SCHOOL,31,ANCHORVALE DRIVE,ANCHOR GREEN PRIMARY SCHOOL,31 ANCHORVALE DRIVE ANCHOR GREEN PRIMARY SCHOOL SINGAPORE 544969,544969,33992.4459471293,41365.6329499111,1.39036998654612,103.887165375933,103.887165375933,Anchor Green Primary School
0,ENDEAVOUR PRIMARY SCHOOL,10,ADMIRALTY LINK,ENDEAVOUR PRIMARY SCHOOL,10 ADMIRALTY LINK ENDEAVOUR PRIMARY SCHOOL SINGAPORE 757521,757521,26232.5507349819,48405.7003912628,1.45403837499301,103.817436231731,103.817436231731,Endeavour Primary School
0,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C),8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C) SINGAPORE 579793,579793,30335.0289356941,36825.3860857729,1.34931014201944,103.854300279284,103.854300279284,Kuo Chuan Presbyterian Primary School
1,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579793,579793,30414.9291181238,36835.1167885177,1.34939813669536,103.855018233311,103.855018233311,Kuo Chuan Presbyterian Primary School
2,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8B,BISHAN STREET 13,KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8B BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 579802,579802,30360.5145779848,36877.5882179104,1.34978223750981,103.85452928785,103.85452928785,Kuo Chuan Presbyterian Primary School
0,TAMPINES NORTH PRIMARY SCHOOL,30,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,529565,40843.482626386,38060.3925251346,1.36047641484682,103.948725782833,103.948725782833,Tampines North Primary School
1,BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30,TAMPINES AVENUE 9,BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565,529565,40848.2810703805,38061.6583322138,1.36048786025607,103.948768900518,103.948768900518,Tampines North Primary School
0,CLEMENTI PRIMARY SCHOOL,8,CLEMENTI AVENUE 3,CLEMENTI PRIMARY SCHOOL,8 CLEMENTI AVENUE 3 CLEMENTI PRIMARY SCHOOL SINGAPORE 129903,129903,20190.2983410172,33038.6364921555,1.31506321827875,103.763144493687,103.763144493687,Clementi Primary School
0,PASIR RIS PRIMARY SCHOOL,5,PASIR RIS STREET 21,PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 PASIR RIS PRIMARY SCHOOL SINGAPORE 518968,518968,42410.5136828674,39380.9927665386,1.37241870245531,103.962807212116,103.962807212116,Pasir Ris Primary School
0,XISHAN PRIMARY SCHOOL,8,YISHUN STREET 21,XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,28493.7422212623,46131.5536631271,1.43347186925064,103.837755319448,103.837755319448,Xishan Primary School
0,NGEE ANN PRIMARY SCHOOL,344,MARINE TERRACE,NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE NGEE ANN PRIMARY SCHOOL SINGAPORE 449149,449149,37364.5041869488,31984.0027186833,1.30552505910497,103.917463017497,103.917463017497,Ngee Ann Primary School
0,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143,Paya Lebar Methodist Girls' School (Primary)
0,MERIDIAN PRIMARY SCHOOL,20,PASIR RIS STREET 71,MERIDIAN PRIMARY SCHOOL,20 PASIR RIS STREET 71 MERIDIAN PRIMARY SCHOOL SINGAPORE 518798,518798,39303.5458344575,39724.6885971073,1.37552831658484,103.934889078518,103.934889078518,Meridian Primary School
0,RULANG PRIMARY SCHOOL,6,JURONG WEST STREET 52,RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52 RULANG PRIMARY SCHOOL SINGAPORE 649295,649295,15217.2735802168,36541.3390983045,1.34673868889096,103.718457955487,103.718457955487,Rulang Primary School
0,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,103.941234868202,St. Anthony's Canossian Primary School
0,YUMIN PRIMARY SCHOOL,3,TAMPINES STREET 21,YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393,529393,41036.7447315324,37044.8092632648,1.35129177656981,103.950461927088,103.950461927088,Yumin Primary School
1,SHG STUDENT CARE (YUMIN PRIMARY SCHOOL),3,TAMPINES STREET 21,SHG STUDENT CARE (YUMIN PRIMARY SCHOOL),3 TAMPINES STREET 21 SHG STUDENT CARE (YUMIN PRIMARY SCHOOL) SINGAPORE 529393,529393,41046.6676057065,37047.4549574535,1.35131569890862,103.950551091373,103.950551091373,Yumin Primary School
0,SEMBAWANG PRIMARY SCHOOL,10,SEMBAWANG DRIVE,SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE SEMBAWANG PRIMARY SCHOOL SINGAPORE 757715,757715,26633.8508971538,47414.4307650849,1.4450737155262,103.821042374036,103.821042374036,Sembawang Primary School
0,WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 WHEE!CANOPUS STUDENT CARE @ JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39797.6365868924,36666.4453921858,1.34787050871599,103.939327626661,103.939327626661,Junyuan Primary School
1,JUNYUAN PRIMARY SCHOOL,2,TAMPINES STREET 91,JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,39785.8491141181,36666.4713015798,1.34787074766746,103.939221709073,103.939221709073,Junyuan Primary School
0,ROSYTH SCHOOL,21,SERANGOON NORTH AVENUE 4,ROSYTH SCHOOL,21 SERANGOON NORTH AVENUE 4 ROSYTH SCHOOL SINGAPORE 555855,555855,32638.8043574626,39432.8315618001,1.37289067499064,103.875001549174,103.875001549174,Rosyth School
0,TELOK KURAU PRIMARY SCHOOL,50,BEDOK RESERVOIR ROAD,TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239,479239,36637.797290422,34805.9404149763,1.33104585441349,103.910934011337,103.910934011337,Telok Kurau Primary School
0,HOUGANG PRIMARY SCHOOL,1,HOUGANG STREET 93,HOUGANG PRIMARY SCHOOL,1 HOUGANG STREET 93 HOUGANG PRIMARY SCHOOL SINGAPORE 534238,534238,33284.6782123018,39929.5216681417,1.37738245231461,103.880805274557,103.880805274557,Hougang Primary School
0,BLANGAH RISE PRIMARY SCHOOL,91,TELOK BLANGAH HEIGHTS,BLANGAH RISE PRIMARY SCHOOL,91 TELOK BLANGAH HEIGHTS BLANGAH RISE PRIMARY SCHOOL SINGAPORE 109100,109100,25252.1938973861,28732.4526119996,1.27612047924037,103.808628535239,103.808628535239,Blangah Rise Primary School
1,SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL),91,TELOK BLANGAH HEIGHTS,SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL),91 TELOK BLANGAH HEIGHTS SHG STUDENT CARE (BLANGAH RISE PRIMARY SCHOOL) SINGAPORE 109100,109100,25250.4834536267,28735.1893522833,1.27614522920998,103.80861316604,103.80861316604,Blangah Rise Primary School
0,MARYMOUNT CONVENT SCHOOL,20,MARYMOUNT ROAD,MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,28745.9144793656,35836.4646800403,1.34036676987375,103.840021064426,103.840021064426,Marymount Convent School
0,CANBERRA PRIMARY SCHOOL,21,ADMIRALTY DRIVE,CANBERRA PRIMARY SCHOOL,21 ADMIRALTY DRIVE CANBERRA PRIMARY SCHOOL SINGAPORE 757714,757714,26057.0121687725,48097.4040875677,1.45125024371543,103.815858858929,103.815858858929,Canberra Primary School
0,JING SHAN PRIMARY SCHOOL,5,ANG MO KIO STREET 52,JING SHAN PRIMARY SCHOOL,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,569228,30093.7277568905,39360.0670565329,1.37223290983498,103.852132214306,103.852132214306,Jing Shan Primary School
0,SENG KANG PRIMARY SCHOOL,21,COMPASSVALE WALK,SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK SENG KANG PRIMARY SCHOOL SINGAPORE 545166,545166,35394.8580362787,41269.1828696113,1.38949740422462,103.899767112047,103.899767112047,Seng Kang Primary School
0,WHEE!CANOPUS STUDENT CARE @ HUAMIN PRIMARY SCHOOL,21,YISHUN AVENUE 11,WHEE!CANOPUS STUDENT CARE @ HUAMIN PRIMARY SCHOOL,21 YISHUN AVENUE 11 WHEE!CANOPUS STUDENT CARE @ HUAMIN PRIMARY SCHOOL SINGAPORE 768857,768857,29212.0174563685,45411.3805951737,1.42695886300879,103.844209671353,103.844209671353,Huamin Primary School
1,HUAMIN PRIMARY SCHOOL,21,YISHUN AVENUE 11,HUAMIN PRIMARY SCHOOL,21 YISHUN AVENUE 11 HUAMIN PRIMARY SCHOOL SINGAPORE 768857,768857,29215.4177919272,45412.9266837817,1.42697284512936,103.844240226564,103.844240226564,Huamin Primary School
0,QUEENSTOWN PRIMARY SCHOOL,310,MARGARET DRIVE,QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303,149303,25132.029336133,30885.6966638304,1.29559365009015,103.807548617332,103.807548617332,Queenstown Primary School
0,HORIZON PRIMARY SCHOOL,61,EDGEDALE PLAINS,HORIZON PRIMARY SCHOOL,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,828819,36912.5247354358,42380.7999361996,1.399550034492,103.913404855665,103.913404855665,Horizon Primary School
0,KONG HWA SCHOOL,350,GUILLEMARD ROAD,KONG HWA SCHOOL,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,399772,34124.7036575247,32588.943696009,1.31099674009193,103.888352029067,103.888352029067,Kong Hwa School
0,CHONGZHENG PRIMARY SCHOOL,1,TAMPINES STREET 21,CHONGZHENG PRIMARY SCHOOL,1 TAMPINES STREET 21 CHONGZHENG PRIMARY SCHOOL SINGAPORE 529392,529392,41141.094059418,36980.1959562805,1.35070739237744,103.951399541868,103.951399541868,Chongzheng Primary School
1,BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL),1,TAMPINES STREET 21,BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL),1 TAMPINES STREET 21 BIG HEART STUDENT CARE (CHONGZHENG PRIMARY SCHOOL) SINGAPORE 529392,529392,41131.9416870372,36969.5707135443,1.35061130568554,103.951317297552,103.951317297552,Chongzheng Primary School
0,NAN HUA PRIMARY SCHOOL,30,JALAN LEMPENG,NAN HUA PRIMARY SCHOOL,30 JALAN LEMPENG NAN HUA PRIMARY SCHOOL SINGAPORE 128806,128806,19962.2298404071,33496.2443055101,1.31920159956387,103.761095065761,103.761095065761,Nan Hua Primary School
0,COMMIT LEARNING SCHOOLHOUSE @ FAIRFIELD METHODIST SCHOOL (PRIMARY),100,DOVER ROAD,COMMIT LEARNING SCHOOLHOUSE @ FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD COMMIT LEARNING SCHOOLHOUSE @ FAIRFIELD METHODIST SCHOOL (PRIMARY) SINGAPORE 139648,139648,22673.2819890725,31484.0275675338,1.30100441916733,103.785455606827,103.785455606827,Fairfield Methodist School (Primary)
1,FAIRFIELD METHODIST SCHOOL (PRIMARY),100,DOVER ROAD,FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD FAIRFIELD METHODIST SCHOOL (PRIMARY) SINGAPORE 139648,139648,22671.3515878748,31432.7656800412,1.30054082453424,103.785438270044,103.785438270044,Fairfield Methodist School (Primary)
0,CEDAR PRIMARY SCHOOL,15,CEDAR AVENUE,CEDAR PRIMARY SCHOOL,15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700,349700,32707.8191135684,35308.1476785857,1.3355885014312,103.87562104944,103.87562104944,Cedar Primary School
1,BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL),15,CEDAR AVENUE,BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL),15 CEDAR AVENUE BIG HEART STUDENT CARE (CEDAR PRIMARY SCHOOL) SINGAPORE 349700,349700,32707.7091499828,35316.1469013225,1.33566084356265,103.87562006259,103.87562006259,Cedar Primary School
0,SAINT MARGARET'S PRIMARY SCHOOL,2,MATTAR ROAD,SAINT MARGARET'S PRIMARY SCHOOL,2 MATTAR ROAD SAINT MARGARET'S PRIMARY SCHOOL SINGAPORE 387724,387724,33376.0018041981,34070.0528455041,1.32439150290682,103.881624837373,103.881624837373,St. Margaret's Primary School
1,SAINT MARGARET'S PRIMARY SCHOOL (U/C),136,SOPHIA ROAD,SAINT MARGARET'S PRIMARY SCHOOL (U/C),136 SOPHIA ROAD SAINT MARGARET'S PRIMARY SCHOOL (U/C) SINGAPORE 228197,228197,29432.7525088117,31788.5599566493,1.30375892693678,103.846192524384,103.846192524384,St. Margaret's Primary School
0,YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS YMCA STUDENT CARE CENTRE @ OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36633.3703859271,42923.6562544368,1.4044595121197,103.910896590133,103.910896590133,Oasis Primary School
1,OASIS PRIMARY SCHOOL,71,EDGEFIELD PLAINS,OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,36658.2990973163,42941.8599344008,1.40462413200793,103.911120600638,103.911120600638,Oasis Primary School
0,XINGHUA PRIMARY SCHOOL,45,HOUGANG AVENUE 1,XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,538882,34360.61483486,37776.2619072273,1.35790893589535,103.890472887906,103.890472887906,Xinghua Primary School
0,LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,15176.2291954523,35597.6143301465,1.33820397704287,103.718089546664,103.718089546664,Lakeside Primary School
1,WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161,CORPORATION WALK,WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,15177.0483984314,35616.6021022275,1.33837569571569,103.718096899655,103.718096899655,Lakeside Primary School
0,TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 TRI-LOVE STUDENT CARE @ NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29662.2004727796,45473.7919063438,1.42752326549687,103.848254983853,103.848254983853,North View Primary School
1,NORTH VIEW PRIMARY SCHOOL,210,YISHUN AVENUE 6,NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6 NORTH VIEW PRIMARY SCHOOL SINGAPORE 768960,768960,29655.0564113865,45473.7925722394,1.42752327193727,103.848190787869,103.848190787869,North View Primary School
